Week-1,Week-2,Week-3,Week-4,Week-5,Week-6,Week-7,Week-8,Week-9,Week-10,Week-11,Week-12,Week-13,Week-14,Week-15,Week-16,Week-17,Week-18,Week-19,Week-20,Week-21,Week-22,Week-23,Week-24,Week-25,Week-26,Week-27,Week-28,Week-29,Week-30,Week-31,Week-32,Week-33,Week-34,Week-35,Week-36,Week-37,Week-38,Week-39,Week-40,Week-41,Week-42,Week-43,Week-44,Week-48,Week-49,Week-50,Week-51,Week-52
34,21,37,36,32,46,36,19,22,15,36,12,18,21,37,12,14,5,10,0,4,2,0,3,3,11,18,19,6,15,25,18,16,21,29,21,18,25,38,31,31,25,16,4,6,15,27,25,33
18,3,14,8,13,6,6,3,13,12,7,3,6,6,5,12,4,4,4,6,2,2,0,3,3,0,0,2,0,1,1,0,2,0,0,0,7,3,2,2,0,1,0,0,0,0,2,2,13
60,44,61,73,66,68,44,67,66,50,60,54,44,50,35,33,49,42,35,40,33,29,38,48,32,41,40,30,43,26,50,42,35,27,34,44,36,44,35,28,35,30,47,9,32,48,53,50,89
25,11,33,32,26,32,33,20,40,15,30,39,34,30,54,42,74,60,62,44,35,46,39,30,57,31,30,28,28,42,25,24,28,26,37,35,26,33,43,32,28,27,27,4,10,21,38,27,22
0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,4,5,1,1,1,3,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,4,8,4,1,7,1,2,5,3,1,1,0,1,5,4,9,4,1,3,3,2,0,2,0,0,0,0,0,0,0,0,0
24,29,28,29,17,29,30,21,34,29,28,27,27,33,28,23,27,13,20,15,6,22,23,24,23,33,29,30,42,33,27,24,22,35,26,30,28,33,33,30,26,38,21,7,16,40,34,37,55
57,26,30,61,35,51,37,42,41,36,32,54,20,11,27,29,22,4,5,4,6,0,7,2,0,2,1,3,2,4,0,3,2,8,21,27,14,34,18,19,44,31,28,9,37,62,53,68,63
0,0,0,1,0,0,0,1,2,1,4,0,7,4,2,5,4,5,0,13,1,2,3,4,5,8,2,7,0,6,2,12,6,2,13,15,4,5,1,11,6,2,0,0,2,1,5,0,0
24,7,4,2,8,9,7,9,6,3,8,11,6,5,9,9,6,4,4,2,6,6,2,1,4,3,1,2,3,5,2,2,0,5,5,2,4,11,4,11,11,11,12,8,3,3,13,2,5
6,8,11,5,7,2,2,2,5,3,8,1,2,3,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,8,4,5,14,16,13,21
21,7,18,18,7,3,2,3,2,1,1,0,0,2,7,6,33,37,29,26,27,35,48,36,60,41,62,45,42,60,56,50,35,43,50,64,51,41,60,66,45,37,42,4,11,26,46,27,36
0,0,0,0,1,0,3,2,1,0,10,24,15,20,38,35,38,49,41,21,22,33,23,23,30,27,24,14,12,21,12,8,7,2,3,4,1,2,1,0,0,3,2,0,0,0,2,0,0
8,1,5,9,8,15,27,10,2,2,6,1,3,4,0,0,0,0,1,0,1,2,3,1,2,1,1,0,0,0,0,0,2,0,3,0,1,1,1,3,8,6,3,2,8,11,17,21,4
37,43,45,32,25,24,14,20,19,24,17,17,25,10,12,3,4,5,11,2,1,0,0,0,0,0,0,0,0,0,0,1,1,7,9,22,29,28,47,24,32,25,27,3,8,26,31,25,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12,13,17,24,12,22,27,20,8,12,10,13,22,17,5,13,11,28,8,13,6,1,0,0,0,0,0,0,0,0,0
1,0,4,5,0,0,2,0,0,1,0,0,0,1,1,0,0,2,0,2,0,2,0,5,3,0,0,4,4,0,0,2,2,1,2,0,1,3,2,0,1,6,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,0,1,0,0,0,2,7,0,11,0,1,3,3,3,0,5,4,5,2,1,0,4,2,1,0,1,0,0,0,0
15,11,29,18,11,9,13,9,18,1,7,9,20,23,39,40,50,33,20,6,7,6,1,3,8,1,2,8,5,16,12,13,11,11,16,15,16,18,11,10,23,11,19,0,1,12,11,9,20
29,14,51,26,19,29,26,41,37,14,27,36,32,46,45,70,84,108,56,75,76,63,78,52,65,59,57,49,52,28,46,47,49,42,62,50,25,27,46,36,29,21,25,9,7,17,21,14,43
0,0,0,0,0,0,2,2,14,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
67,78,87,78,58,76,86,57,79,55,79,54,23,35,39,26,22,5,7,3,3,0,1,1,4,4,1,4,1,2,2,3,1,3,7,2,1,0,0,1,0,0,15,11,26,56,63,44,71
26,12,23,31,27,31,34,19,36,26,29,11,19,39,44,34,41,38,48,33,33,37,33,29,31,32,38,38,47,31,28,44,39,33,42,48,36,39,28,48,35,22,29,10,20,22,24,22,30
2,1,4,7,5,5,16,15,5,8,2,7,6,0,2,7,4,2,2,5,4,5,2,6,2,4,10,4,1,7,19,8,10,18,8,15,14,17,4,4,10,5,3,0,0,8,2,15,10
21,17,32,51,27,32,28,20,21,19,28,24,18,18,23,29,24,38,17,17,17,22,21,26,25,15,16,12,12,16,11,10,9,2,5,7,2,5,1,13,6,8,13,2,13,18,18,24,44
27,29,48,35,18,32,34,23,18,19,31,40,43,28,17,14,24,20,18,22,24,18,24,21,15,23,28,15,23,19,15,10,19,14,16,29,23,26,22,17,18,18,23,3,7,22,11,9,21
6,9,13,13,4,2,2,7,7,6,7,25,20,38,19,25,22,15,14,9,10,12,13,5,3,6,1,5,3,9,5,8,6,31,10,15,18,18,14,27,13,11,9,1,5,9,9,12,8
